feature,kind,bin,count,bad,good,bad_rate,bad_distribution,good_distribution,woe,iv_contribution,lower_bound,upper_bound,categories
INST_LATE_RATE,numeric,N6,18329.0,2179.4463748101107,16149.55362518989,0.11890699846200614,0.13585542549700982,0.09586369501104126,-0.3486639335841145,0.013943674062073549,0.16666666666666666,0.3055555555555556,
INST_LATE_RATE,numeric,N7,10155.0,1403.8182078416535,8751.181792158346,0.13823911450927165,0.08751786276217222,0.05194834479364066,-0.5215930628719991,0.018552813822086983,0.3055555555555556,inf,
INST_LATE_RATE,numeric,MISSING,10763.0,637.754729115991,10125.245270884008,0.05925436487187504,0.03977637652076869,0.06010452837713749,0.4128120047635496,0.00839170512096548,,,
NAME_INCOME_TYPE,categorical,C0,33218.0,1864.8210718642065,31353.178928135792,0.05613887265531358,0.11626592251365017,0.18611233049356515,0.47047041585962573,0.032860668608611684,,,Pensioner
NAME_INCOME_TYPE,categorical,C1,56116.0,4424.259376246136,51691.74062375387,0.07884131756087633,0.2757963433426713,0.3068400168596415,0.10666378713176984,0.0033112357838022744,,,State servant|Commercial associate
NAME_INCOME_TYPE,categorical,C2,95140.0,9748.59398415857,85391.40601584144,0.10246577658354604,0.6076634327663833,0.5068778904804796,-0.1813510367594788,0.018277562583914938,,,Working
NAME_INCOME_TYPE,categorical,C3,32.0,3.9007747760309184,28.099225223969082,0.1218992117509662,0.0002743013772951605,0.00016976216631365852,-0.47982898323668655,5.016094331361956e-05,,,__RARE__|Maternity leave|Student|Unemployed|Businessman
NAME_INCOME_TYPE,categorical,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,__MISSING__
NAME_INCOME_TYPE,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
PREV_REFUSED_RATE,numeric,N0,118907.0,9194.962992690906,109712.03700730909,0.07732903018906293,0.573084035569729,0.6512350141704238,0.1278382170357482,0.009990681763911742,-inf,0.1111111111111111,
PREV_REFUSED_RATE,numeric,N1,9535.0,840.14016328751,8694.85983671249,0.0881111865010498,0.05239077767174217,0.05161418139570632,-0.014934109228645295,1.1597773612878577e-05,0.1111111111111111,0.16666666666666666,
PREV_REFUSED_RATE,numeric,N2,8060.0,785.1592891269863,7274.840710873013,0.09741430386190897,0.0489642333783108,0.043185188677428946,-0.12559251875355262,0.0007258047799731234,0.16666666666666666,0.23529411764705882,
PREV_REFUSED_RATE,numeric,N3,9185.0,925.3992258745654,8259.600774125434,0.10075114054159667,0.05770433368247476,0.04903055741321831,-0.16288855342428143,0.001412858869225044,0.23529411764705882,0.2857142857142857,
PREV_REFUSED_RATE,numeric,N4,9442.0,1054.4095172267619,8387.590482773237,0.11167226405706014,0.06574457466402295,0.04979028261872848,-0.2779573161850821,0.0044346121985430545,0.2857142857142857,0.37037037037037035,
PREV_REFUSED_RATE,numeric,N5,12862.0,1653.167855016,11208.832144984,0.1285311658385943,0.10306067770571063,0.06653669468780328,-0.4375643234221049,0.01598159191791108,0.37037037037037035,0.5,
PREV_REFUSED_RATE,numeric,N6,6732.0,1019.5536756699439,5712.446324330056,0.15144885259506,0.06357227226245407,0.03391108055620021,-0.6284355835228882,0.0186401483179039,0.5,inf,
PREV_REFUSED_RATE,numeric,MISSING,9783.0,568.7824881522699,9214.21751184773,0.05813988430463763,0.035479095065555626,0.05469700048049043,0.4328652204658382,0.00831876286432738,,,
PREV_ACCEPTED_RATE,numeric,N0,9989.0,1408.613299954083,8580.386700045918,0.14101644808830543,0.08781943194753156,0.05093468826928065,-0.5447386068841604,0.020092543886569742,-inf,0.2857142857142857,
PREV_ACCEPTED_RATE,numeric,N1,9496.0,1165.720312437775,8330.279687562224,0.1227590893468592,0.07268173919534753,0.04945009545735717,-0.38512618428366574,0.008947114307449742,0.2857142857142857,0.375,
PREV_ACCEPTED_RATE,numeric,N2,8414.0,937.1693778096004,7476.8306221903995,0.11138214616230098,0.05843787871175281,0.0443841665367259,-0.2750814913521533,0.0038659161041403154,0.375,0.46153846153846156,
PREV_ACCEPTED_RATE,numeric,N3,18784.0,1860.6972881790346,16923.302711820965,0.09905756431958233,0.11599442613698638,0.10045682288903718,-0.14381412721860395,0.00223452685017276,0.46153846153846156,0.5,
PREV_ACCEPTED_RATE,numeric,N4,10531.0,985.3129612981327,9545.687038701868,0.09356309574571577,0.06143830611103947,0.0566645473799258,-0.08088477014705686,0.00038612437770363465,0.5,0.6,
PREV_ACCEPTED_RATE,numeric,N5,16288.0,1428.9665783421651,14859.033421657836,0.08773124867031956,0.08908789868215793,0.0882036704499372,-0.009974930767517617,8.820115399086268e-06,0.6,0.6666666666666666,
PREV_ACCEPTED_RATE,numeric,N6,101221.0,7686.312900871882,93534.68709912812,0.07593595104644177,0.4790612241496287,0.5552090085372458,0.14751622897310976,0.011233033997518708,0.6666666666666666,inf,
PREV_ACCEPTED_RATE,numeric,MISSING,9783.0,568.7824881522699,9214.21751184773,0.05813988430463763,0.035479095065555626,0.05469700048049044,0.4328652204658385,0.00831876286432739,,,
REGION_RATING_CLIENT_W_CITY,numeric,N0,20527.0,1063.6963226219384,19463.303677378062,0.05181937558444675,0.06633368658364336,0.11553555237534899,0.5548804339470391,0.027301152641505597,-inf,1.0,
REGION_RATING_CLIENT_W_CITY,numeric,N1,137572.0,11793.02511031755,125778.97488968245,0.0857225678940304,0.735116239132177,0.7466167122180088,0.015523315475562445,0.00017852547182958212,1.0,2.0,
REGION_RATING_CLIENT_W_CITY,numeric,N2,26407.0,3184.853774105454,23222.146225894547,0.12060642155888415,0.19855007428417965,0.13784773540664216,-0.36489162232895694,0.022149774912186768,2.0,inf,
REGION_RATING_CLIENT_W_CITY,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
NAME_EDUCATION_TYPE,categorical,C0,44721.0,2646.053050931778,42074.946949068224,0.05916802063754787,0.16496544563785417,0.24975642404111711,0.4147501074917854,0.03516706740708696,,,Higher education
NAME_EDUCATION_TYPE,categorical,C1,137424.0,13125.79035093756,124298.20964906244,0.09551308614898096,0.8181904143398552,0.7378270104285232,-0.10338569596981023,0.00830842644387603,,,Incomplete higher|Secondary / secondary special
NAME_EDUCATION_TYPE,categorical,C2,2361.0,269.73180517560434,2091.268194824396,0.11424472900279727,0.016844140022290635,0.012416565530359821,-0.30497131223506996,0.0013502832028226635,,,__RARE__|Lower secondary|Academic degree
NAME_EDUCATION_TYPE,categorical,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,__MISSING__
NAME_EDUCATION_TYPE,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
